OBJECTID,Project Address,Development Site Square Feet,Permit Number,Master User Permit Number,Permit Stage,Type of Permit,New Units Permitted,Demolished Units Permitted,Net Units Permitted,Sleeping Rooms Permitted,Permit Value,Type of Dwelling Unit,Type of Dwelling Unit per Code,Description of Work,Application Date,Issued Date,Year Issued,Final Date,Year Finaled,VILLNUMB,Urban Village Name,Urban Village Type,Comp Plan Name,Comp Plan Type,Community Reporting Area Number,Community Reporting Area,Neighborhood,Council District,Census Block 2010,Census Block Group 2010,GEOID10,SOURCE,XCOORD_StatePlane,YCOORD_StatePlane,MAF_ID,DevSite_ID,RecordNumber,STATUS_COLOR,Longitude,Latitude,Expiration Date,Zoning All Zones,Zoning Primary Zone,Zoning Report Zone,Zoning Category,Zoning Class,Parent Construction Permit,GEOID20,Census Block 2020,Census Block Group 2020,Quarter Issued,Quarter and Year Issued,Quarter Final,Quarter and Year Final,Condo Parcel or Plat (Y/N),Most Recent Inspection Date,Most Recent Inspection Type,x,y
40787,3014  S OTHELLO ST,1,710916,,Permit Finaled,PTS,2,0,2,0,138362,ADU,"Accessory Dwelling, Attached",ESTABLISH USE AS SINGLE FAMILY RESIDENCE W/ADU  CONSTRUCT ONE FAMILY DWELLING W/ADU AND ATTACHED GARAGE PER PLAN,4/16/1999 12:00:00 AM,12/23/1999 12:00:00 AM,1999,10/26/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,Greater Duwamish,2,11002.1017,11002.1,530330110021017,PTS,1279988.22713147,199386.20300819,,,710916,#001a73,-122.29256739,47.53723944,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330110023017,11002.3017,11002.3,4,1999_4,4,2000_4,N,,,1279988.22701307,199386.203059137
40792,2200  S BENNETT ST,1,716258,,Permit Finaled,PTS,1,0,1,0,9000,ADU,"Accessory Dwelling, Attached",ALTER EXISTING SINGLE FAMILY RESIDENCE AND     ESTABLISH AN ACCESSORY DWELLING UNIT PER PLAN,9/18/2000 12:00:00 AM,9/18/2000 12:00:00 AM,2000,1/22/2001 12:00:00 AM,2001,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.5,Beacon Hill,Greater Duwamish,2,10402.2013,10402.2,530330104022013,PTS,1277224.19999264,206009.30010297,,,716258,#001a73,-122.3042676,47.55524906,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330104022013,10402.2013,10402.2,3,2000_3,1,2001_1,N,,,1277224.20006081,206009.300049141
40803,4233   1ST AVE NW,1,708872,,Permit Finaled,PTS,1,0,1,0,15000,ADU,"Accessory Dwelling, Attached","RENOVATE EXISTING SINGLE FAMILY RESIDENCE CREATE AN ADU ON THE BOTTOM FLOOR, PER PLAN  ESTABLISH USE FOR AN ADU",5/12/1999 12:00:00 AM,9/13/1999 12:00:00 AM,1999,2/25/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,6,4800.2017,4800.2,530330048002017,PTS,1264807.72893993,243984.18807786,,,708872,#001a73,-122.35758741,47.65867474,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330048002014,4800.2014,4800.2,3,1999_3,1,2000_1,N,,,1264807.72883081,243984.188009962
40828,3221   ALKI AVE SW,1,701892,,Permit Finaled,PTS,2,1,1,0,264923,ADU,"Accessory Dwelling, Attached",EXISTING SINGLE FAMILY RESIDENCE ESTABLISH USE AS SINGLE FAMILY RES W/ ADU  SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE PER PLANS,6/5/1998 12:00:00 AM,9/22/1998 12:00:00 AM,1998,12/29/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.4,Alki/Admiral,Southwest,1,9701.3011,9701.3,530330097013011,PTS,1248927.01698767,213979.17991914,,,701892,#001a73,-122.41950549,47.57555335,,LDT,LDT,LDT,LDT,L,,530330097011003,9701.1003,9701.1,3,1998_3,4,1999_4,N,,,1248927.0168259,213979.179778636
40847,3002   19TH AVE S,1,708380,,Permit Finaled,PTS,1,0,1,0,12000,ADU,"Accessory Dwelling, Attached",ALTER BASEMENT TO CREATE ACCESSARY DWELLING UNIT     ALL PER PLANS,6/11/1999 12:00:00 AM,8/20/1999 12:00:00 AM,1999,12/17/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.6,North Beacon Hill/Jefferson Park,Greater Duwamish,2,10002.3022,10002.3,530330100023022,PTS,1276514.96811992,213905.12603106,,,708380,#001a73,-122.30775189,47.57685424,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330100023034,10002.3034,10002.3,3,1999_3,4,1999_4,N,,,1276514.96821156,213905.12612097
40854,14058   20TH AVE NE,1,702426,,Permit Finaled,PTS,1,0,1,0,2000,ADU,"Accessory Dwelling, Attached",CREATE ACCESSORY DEWLLING UNIT IN EXISTING     SINGLE FAMILY DWELLING PER PLAN,10/19/1998 12:00:00 AM,10/19/1998 12:00:00 AM,1998,10/20/1998 12:00:00 AM,1998,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,8.2,Olympic Hills/Victory Heights,North,5,200.6006,200.6,530330002006006,PTS,1277794.27000923,270449.79501696,,,702426,#001a73,-122.3069563,47.73190936,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330002023009,202.3009,202.3,4,1998_4,4,1998_4,N,,,1277794.2701149,270449.79485555
40856,1207  NE RAVENNA BLVD,1,700175,,Permit Finaled,PTS,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached",ALTERATIONS TO BASEMENT AND ESTABLISH ACCESSORY     DWELLING UNIT IN BASEMENT OF SINGLE FAMILY RESDIENCE PER PLANS,7/8/1998 12:00:00 AM,7/8/1998 12:00:00 AM,1998,3/10/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.2,University District,Northeast,4,4400.2019,4400.2,530330044002019,PTS,1275434.91512681,248298.71198628,,,700175,#001a73,-122.31480917,47.6710696,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330044022002,4402.2002,4402.2,3,1998_3,1,1999_1,N,,,1275434.91525356,248298.711861223
40868,7542   2ND AVE NE,1,696521,,Permit Finaled,PTS,1,0,1,0,15000,ADU,"Accessory Dwelling, Attached","INTERIOR ALTERATIONS TO BSMT OF SINGLE FAM RESIDCE  ESTABLISH AS ACCESSORY DWELLING UNIT, PER PLAN",11/26/1997 12:00:00 AM,1/14/1998 12:00:00 AM,1998,3/19/1998 12:00:00 AM,1998,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.4,Green Lake,Northwest,6,2700.2021,2700.2,530330027002021,PTS,1272604.66309191,253233.08306333,,,696521,#001a73,-122.32668302,47.68444462,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330027002034,2700.2034,2700.2,1,1998_1,1,1998_1,N,,,1272604.66304006,253233.083226055
40870,11717   PHINNEY AVE N,1,701500,,Permit Finaled,PTS,1,0,1,0,44940,ADU,"Accessory Dwelling, Attached","CONSTRUCT ADDITION TO EXISTING ONE FAMILY   DWELLING AND ESTABLISH USE AS SINGLE FAMILY   RESIDENCE WITH ACCESSORY DWELLING UNIT, PER PLANS",9/3/1998 12:00:00 AM,9/3/1998 12:00:00 AM,1998,10/21/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,402.3003,402.3,530330004023003,PTS,1265919.96804507,264392.36397076,,,701500,#001a73,-122.35471206,47.71467278,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330004023003,402.3003,402.3,3,1998_3,4,1999_4,N,,,1265919.96807614,264392.364057049
40881,6529   WOODLAWN AVE N,1,703102,,Permit Finaled,PTS,1,0,1,0,10000,ADU,"Accessory Dwelling, Attached",INTERIOR ALTERATIONS TO CREATE ACCESSORY DWELLING     UNIT IN EXISTING RESIDENCE PER PLAN,11/20/1998 12:00:00 AM,11/20/1998 12:00:00 AM,1998,3/13/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.4,Green Lake,Northwest,6,3600.4020,3600.4,530330036004020,PTS,1271387.98699467,250477.62706051,,,703102,#001a73,-122.33140384,47.67682718,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330036012004,3601.2004,3601.2,4,1998_4,1,2000_1,N,,,1271387.98699573,250477.627122805
40888,2446   1ST AVE N,1,703502,,Permit Finaled,PTS,1,0,1,0,49590,ADU,"Accessory Dwelling, Attached",CONSTRUCT FIRST FLOOR AND DECK ADDITIONS ALTER BASEMENT AND FIRST FLOOR  ESTABLISH ACCESSORY DWELLING UNIT PER PLAN,11/10/1998 12:00:00 AM,12/15/1998 12:00:00 AM,1998,2/28/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,12.3,Queen Anne,Magnolia/Queen Anne,7,6000.3019,6000.3,530330060003019,PTS,1265257.41598039,237644.43203937,,,703502,#001a73,-122.35525429,47.64132218,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330060003028,6000.3028,6000.3,4,1998_4,1,2000_1,N,,,1265257.41592357,237644.431988716
40891,6123   OAKHURST RD S,1,699971,,Permit Finaled,PTS,1,0,1,0,71206,ADU,"Accessory Dwelling, Attached","CONSTRUCT TWO STORY ADDITION AND ALTERATIONS TO EXISTING SINGLE FAMILY RESIDENCE AND ESTABLISH  ACCESSORY DWELLING UNIT, PER PLANS",6/26/1998 12:00:00 AM,6/26/1998 12:00:00 AM,1998,3/18/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,4.3,Seward Park,Southeast,2,10200.2026,10200.2,530330102002026,PTS,1287514.05011518,202892.45990778,,,699971,#001a73,-122.26236891,47.54723727,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330102002023,10200.2023,10200.2,2,1998_2,1,1999_1,N,,,1287514.05021597,202892.459826127
40892,5026  SW ADMIRAL WAY,1,698685,,Permit Finaled,PTS,1,0,1,0,1500,ADU,"Accessory Dwelling, Attached","INTERIOR ALTERATIONS TO SINGLE FAMILY RESIDENCE &  ESTABLISH PORTION OF BASEMENT AS ACCESSORY   DWELLING UNIT, PER PLAN",4/30/1998 12:00:00 AM,4/30/1998 12:00:00 AM,1998,7/15/1998 12:00:00 AM,1998,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,9702.5011,9702.5,530330097025011,PTS,1254621.9878735,215311.1138725,,,698685,#001a73,-122.39654756,47.57952352,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330097022000,9702.2000,9702.2,2,1998_2,3,1998_3,N,,,1254621.98771939,215311.11379455
40902,11718   9TH AVE NW,1,724462,,Permit Finaled,PTS,1,1,0,0,146000,ADU,"Accessory Dwelling, Attached",DEMOLISH EXISTING SINGLE FAMILY RESIDENCE ESTABLISH USE AS SINGLE FAMILY RESIDENCE W/ADU  CONSTRUCT ONE FAMILY DWELLING WITH ATTACHED GARAGE AND ACCESSORY DWELLING UNIT PER PLAN.  COMPLETE ABOVE WORK OF PERMIT: 713069,11/7/2001 12:00:00 AM,11/7/2001 12:00:00 AM,2001,5/10/2002 12:00:00 AM,2002,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.1,Broadview/Bitter Lake,Northwest,5,500.3017,500.3,530330005003017,PTS,1262473.01200954,264280.32787464,,,724462,#001a73,-122.36870241,47.71417803,,SF 9600,SF 9600,SF 9600,SF 9600,SF,,530330005002026,500.2026,500.2,4,2001_4,2,2002_2,N,,,1262473.01204357,264280.327863798
40913,4238   4TH AVE NE,1,704175,,Permit Finaled,PTS,1,0,1,0,25000,ADU,"Accessory Dwelling, Attached","INTERIOR ALTERATIONS TO EXISTING BASEMENT  ESTABLISH USE AS ACCESSORY DWELLING UNIT, PER PLAN",2/3/1999 12:00:00 AM,2/3/1999 12:00:00 AM,1999,12/3/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.2,Wallingford,Lake Union,4,5200.3004,5200.3,530330052003004,PTS,1273125.49611645,243857.57406173,,,704175,#001a73,-122.32383176,47.65877432,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330052011013,5201.1013,5201.1,1,1999_1,4,1999_4,N,,,1273125.49598789,243857.574089974
40918,9410   38TH AVE S,1,724793,,Permit Finaled,PTS,1,0,1,0,1500,ADU,"Accessory Dwelling, Attached",ALTERATIONS TO LOWER LEVEL OF SINGLE FAMILY RES.     TO ESTABLISH AN ACCESSORY DWELLING UNIT PER PLAN (TO COMPLY WITH ZU214070),11/26/2001 12:00:00 AM,11/28/2001 12:00:00 AM,2001,2/15/2002 12:00:00 AM,2002,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,3.4,South Beacon Hill/NewHolly,Greater Duwamish,2,11700.2016,11700.2,530330117002016,PTS,1281832.60012536,192276.99007291,,,724793,#001a73,-122.28455931,47.51784868,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330117002024,11700.2024,11700.2,4,2001_4,1,2002_1,N,,,1281832.59996472,192276.989915386
40939,8728   13TH AVE NW,1,699825,,Permit Finaled,PTS,1,0,1,0,22000,ADU,"Accessory Dwelling, Attached",ALTER BASEMENT OF EXISTING SINGLE FAMILY AND EST     AS ADU PER PLAN,6/18/1998 12:00:00 AM,6/18/1998 12:00:00 AM,1998,1/7/2000 12:00:00 AM,2000,103,Crown Hill,Residential Urban Village,Crown Hill,Residential Urban Villages,9.3,Greenwood/Phinney Ridge,Northwest,5,1702.2004,1702.2,530330017022004,PTS,1261407.88612045,256658.05509884,,,699825,#001a73,-122.37240907,47.69322756,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330017022004,1702.2004,1702.2,2,1998_2,1,2000_1,N,,,1261407.88622107,256658.055050626
40942,312   31ST AVE,1,696687,,Permit Finaled,PTS,1,0,1,0,4000,ADU,"Accessory Dwelling, Attached",ESTABLISH ACCESSORY DWELLING UNIT IN SINGLE FAMILY   RESIDENCE (NO NEW CONSTRUCTION),11/14/1997 12:00:00 AM,1/26/1998 12:00:00 AM,1998,1/30/1998 12:00:00 AM,1998,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.1,Madrona/Leschi,Central,3,7800.2038,7800.2,530330078002038,PTS,1280489.65509999,223961.14703336,,,696687,#001a73,-122.29242396,47.60462539,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330078002029,7800.2029,7800.2,1,1998_1,1,1998_1,N,,,1280489.65514407,223961.147019386
40945,1108   27TH AVE,1,715681,,Permit Finaled,PTS,1,0,1,0,22500,ADU,"Accessory Dwelling, Attached",INTERIOR ALTERATIONS TO EXISTING SINGLE FAMILY     RESIDENCE & CREATING ACCESSORY DWELLING UNIT ON THE 2ND FLOOR ALL PER PLAN,8/23/2000 12:00:00 AM,8/23/2000 12:00:00 AM,2000,1/17/2001 12:00:00 AM,2001,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,5.3,Central Area/Squire Park,Central,3,8800.1004,8800.1,530330088001004,PTS,1279360.39506683,226620.92790008,,,715681,#001a73,-122.29720579,47.61185704,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330088001002,8800.1002,8800.1,3,2000_3,1,2001_1,N,,,1279360.3949354,226620.927789047
40963,535  N 75TH ST,1,707029,,Permit Finaled,PTS,1,0,1,0,37000,ADU,"Accessory Dwelling, Attached",ADD 1ST AND 2ND FLOORS TO REAR OF SFR AND CREATE ACCESSARY DWELLING UNIT ON THE FIRST FLOOR AND     ALTER FIRST AND 2ND FLOORS ALL PER PLANS,6/23/1999 12:00:00 AM,6/23/1999 12:00:00 AM,1999,5/16/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,Northwest,6,2800.2005,2800.2,530330028002005,PTS,1266629.96689379,252861.04312695,,,707029,#001a73,-122.3509048,47.68310447,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330028002011,2800.2011,2800.2,2,1999_2,2,2000_2,N,,,1266629.96698423,252861.043287724
40980,9401   10TH AVE SW,1,707483,,Permit Finaled,PTS,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached","ESTABLISH USE FOR AN ACCESSORY DWELLING UNIT, NEW  BTHRM, KITCHEN, DEMISING WALL, BUILD PER PLAN",7/14/1999 12:00:00 AM,7/14/1999 12:00:00 AM,1999,2/10/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,2.5,Highland Park,Delridge Neighborhoods,1,11300.2006,11300.2,530330113002006,PTS,1266098.07006125,192999.16991365,,,707483,#001a73,-122.34827997,47.51899691,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330113002006,11300.2006,11300.2,3,1999_3,1,2000_1,N,,,1266098.07008214,192999.16990146
41013,6724   DIBBLE AVE NW,1,715563,,Permit Finaled,PTS,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached",ALTER BASEMENT TO EXSITING SINGLE FAMILY RESIDENCE  ESTABLISH ACCESSORY DEWELLING UNIT PER PLAN,6/6/2000 12:00:00 AM,8/17/2000 12:00:00 AM,2000,8/29/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.1002,3300.1,530330033001002,PTS,1262544.40605761,251254.2709013,,,715563,#001a73,-122.36735776,47.67847834,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330033021001,3302.1001,3302.1,3,2000_3,3,2000_3,N,,,1262544.40592964,251254.27091071
41031,8007   46TH AVE SW,1,713868,,Permit Finaled,PTS,2,0,2,0,128110,ADU,"Accessory Dwelling, Attached","ESTABLISH USE AS SINGLE FAMILY W/ACCESSORY  DWELLING UNIT, CONSTRUCT NEW TWO STORY HOUSE WITH ATTACHED GARAGE AND OCCUPY PER PLAN",12/9/1999 12:00:00 AM,5/31/2000 12:00:00 AM,2000,11/28/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.2,Fauntleroy/Seaview,Southwest,1,11600.5000,11600.5,530330116005000,PTS,1255425.12617832,197624.17676639,,,713868,#001a73,-122.39184302,47.53108956,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330116011002,11601.1002,11601.1,2,2000_2,4,2000_4,N,,,1255425.12620498,197624.176727548
41041,5248   16TH AVE NE,1,709894,,Permit Finaled,PTS,1,0,1,0,18000,ADU,"Accessory Dwelling, Attached","ALTER BASEMENT OF EXISTING SINGLE FAMILY RESIDENCE     CREATE, ACCESSORY DWELLING UNIT PER PLAN",10/28/1999 12:00:00 AM,10/28/1999 12:00:00 AM,1999,9/12/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.2,University District,Northeast,4,4400.3004,4400.3,530330044003004,PTS,1276482.16402388,247094.11499304,,,709894,#001a73,-122.31046555,47.66782302,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330044013001,4401.3001,4401.3,4,1999_4,3,2000_3,N,,,1276482.16414331,247094.114860967
41048,308  NE 117TH ST,1,721671,,Permit Finaled,PTS,1,0,1,0,84397,ADU,"Accessory Dwelling, Attached",CONSTRUCT 2 STORY ADDITION ALTER EXISTING SINGLE FAMILY RESIDENCE PER PLAN,4/30/2001 12:00:00 AM,6/29/2001 12:00:00 AM,2001,11/2/2002 12:00:00 AM,2002,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.5,Haller Lake,Northwest,5,600.5015,600.5,530330006005015,PTS,1273072.50411639,264082.95008244,,,721671,#001a73,-122.32563814,47.71420861,,SF 7200,SF 7200,SF 7200,SF 7200,SF,,530330006012005,601.2005,601.2,2,2001_2,4,2002_4,N,,,1273072.5039679,264082.949977711
41061,5008   21ST AVE NE,1,699262,,Permit Finaled,PTS,2,0,2,0,268831,ADU,"Accessory Dwelling, Attached",ESTABLISH USE AS SINGLE FAMILY RESIDENCE W/ ADU  CONSTRUCT 2 STORY W/BASEMENT SFR W/ GARAGE W/ ACCESSORY DWELLING UNIT. OCCUPY PER PLAN,9/25/1997 12:00:00 AM,5/26/1998 12:00:00 AM,1998,4/30/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.3,Ravenna/Bryant,Northeast,4,4302.1005,4302.1,530330043021005,PTS,1277739.04389717,246114.94110404,,,699262,#001a73,-122.30528939,47.66520514,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330043023001,4302.3001,4302.3,2,1998_2,2,1999_2,N,,,1277739.0438474,246114.940966293
41063,5310   21ST AVE SW,1,703783,,Permit Finaled,PTS,2,0,2,0,129842,ADU,"Accessory Dwelling, Attached","ESTABLISH USE AS SINGLE FAMILY RESIDENCE WITH ADU  CONSTRUCT ONE FAMILY DWELLING WITH ATTACHED GARAGE AND GRADE APPX 240 CU YDS, PER PLANS",7/2/1998 12:00:00 AM,1/6/1999 12:00:00 AM,1999,6/20/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,2.3,Riverview,Delridge Neighborhoods,1,10800.3010,10800.3,530330108003010,PTS,1263622.23901871,206104.52903107,,,703783,#001a73,-122.35934919,47.55478404,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330108003012,10800.3012,10800.3,1,1999_1,2,2000_2,N,,,1263622.23907581,206104.529189378
41064,5638   21ST AVE SW,1,701968,,Permit Finaled,PTS,2,0,2,0,136026,ADU,"Accessory Dwelling, Attached",ESTABLISH USE AS SINGLE FAMILY RESIDENCE  CONSTRUCT NEW RESIDENCE WITH ACCESSORY DWELLING UNIT PER PLAN,9/24/1998 12:00:00 AM,9/24/1998 12:00:00 AM,1998,3/31/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,2.3,Riverview,Delridge Neighborhoods,1,10800.3016,10800.3,530330108003016,PTS,1263564.52945065,204634.38630957,,,701968,#001a73,-122.35946479,47.55075131,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330108003011,10800.3011,10800.3,3,1998_3,1,1999_1,N,,,1263564.52954556,204634.386460379
41090,4621  SW ENGLEWOOD ST,1,723439,,Permit Finaled,PTS,2,0,2,0,155530,ADU,"Accessory Dwelling, Attached","DEMOLISH EXISTING CARPORT & GARAGE, ESTABLISH USE  FOR NEW SINGLE FAMILY HOUSE WITH ATTACHED GARAGE AND BUILD NEW SINGLE FAMILY HOUSE   AND ATTACHED GARAGE, ALL PER PLANS.",7/5/2001 12:00:00 AM,9/24/2001 12:00:00 AM,2001,4/10/2002 12:00:00 AM,2002,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,1.3,West Seattle Junction/Genesee Hill,Southwest,1,10500.3010,10500.3,530330105003010,PTS,1255683.49878659,206148.24589512,,,723439,#001a73,-122.39149594,47.55446778,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330105022010,10502.2010,10502.2,3,2001_3,2,2002_2,N,,,1255683.49871972,206148.245965466
41120,6550   17TH AVE NW,1,708873,,Permit Finaled,PTS,1,0,1,0,5000,ADU,"Accessory Dwelling, Attached","RENOVATE EXISTING SFR FOR ADU, NEW FAU,SMOKE DET.,  ESTABLISH USE FOR AN ACCESSORY DWELLING UNIT,   BUILD PER PLAN",9/13/1999 12:00:00 AM,9/13/1999 12:00:00 AM,1999,10/20/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,10.2,Whittier Heights,Ballard,6,3300.5015,3300.5,530330033005015,PTS,1259752.81795875,250895.59006894,,,708873,#001a73,-122.37865833,47.67734211,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330033011007,3301.1007,3301.1,3,1999_3,4,1999_4,N,,,1259752.8180089,250895.590197638
41126,7500   15TH AVE SW,1,714669,,Permit Finaled,PTS,2,1,1,0,183000,ADU,"Accessory Dwelling, Attached",DEMOLISH EXISTING SINGLE FAMILY RESIDENCE ESTABLISH USE AS SINGLE FAMILY RESIDENCE  CONSTRUCT SINGLE FAMILY RESIDENCE WITH ATTACHED GARAGE PER PLANS,6/7/2000 12:00:00 AM,7/10/2000 12:00:00 AM,2000,2/15/2001 12:00:00 AM,2001,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,2.3,Riverview,Delridge Neighborhoods,1,10800.1032,10800.1,530330108001032,PTS,1264895.57994802,198985.06995178,,,714669,#001a73,-122.35362397,47.53533901,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330108001021,10800.1021,10800.1,3,2000_3,1,2001_1,N,,,1264895.58003306,198985.070003137
41135,3623   CORLISS AVE N,1,732201,,Permit Finaled,PTS,1,0,1,0,2500,ADU,"Accessory Dwelling, Attached","CONVERT BASMT INTO ADU AT SINGLE FAMILY DWELLING,     PER PLANS",11/25/2002 12:00:00 AM,12/5/2002 12:00:00 AM,2002,2/6/2003 12:00:00 AM,2003,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,11.1,Fremont,Lake Union,4,5400.2036,5400.2,530330054002036,PTS,1271100.76907437,241138.13597895,,,732201,#001a73,-122.33183134,47.65121263,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330054012020,5401.2020,5401.2,4,2002_4,1,2003_1,N,,,1271100.76906623,241138.135959297
41219,2323   BROADWAY  E,1,701821,,Permit Finaled,PTS,1,0,1,0,121565,ADU,"Accessory Dwelling, Attached",ALTERATIONS TO SINGLE FAMILY RESIDENCE  ESTABLISH USE AS SINGLE FAMILY RESIDENCE W/ ADU   PER PLAN,9/11/1998 12:00:00 AM,9/18/1998 12:00:00 AM,1998,12/8/1999 12:00:00 AM,1999,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.1,Montlake/Portage Bay,Northeast,3,6100.2028,6100.2,530330061002028,PTS,1273538.04011687,237095.96893481,,,701821,#001a73,-122.32162745,47.64026282,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330061002012,6100.2012,6100.2,3,1998_3,4,1999_4,N,,,1273538.0401103,237095.968846798
41245,3845  NE 95TH ST,1,710804,,Permit Finaled,PTS,1,0,1,0,13000,ADU,"Accessory Dwelling, Attached",ALTERATION TO EXISTING SINGLE FAMILY HOUSE TO     CREAT AN ACCESSORY DEWELLING UNIT ALL PER PLAN,12/17/1999 12:00:00 AM,12/17/1999 12:00:00 AM,1999,1/27/2000 12:00:00 AM,2000,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,7.4,Wedgwood/View Ridge,Northeast,4,2200.2003,2200.2,530330022002003,PTS,1282737.65407829,257693.9171159,,,710804,#001a73,-122.28589389,47.69720334,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330022002003,2200.2003,2200.2,4,1999_4,1,2000_1,N,,,1282737.65392889,257693.917152137
41278,603  N 101ST ST,1,707336,,Permit Finaled,PTS,1,0,1,0,97760,ADU,"Accessory Dwelling, Attached",CONSTRUCT TWO STORY ADDITION AND ESTABLISH   ACCESSORY DWELLING UNIT IN SINGLE FAMILY RESIDENCE   PER PLANS,7/8/1999 12:00:00 AM,7/8/1999 12:00:00 AM,1999,12/10/2001 12:00:00 AM,2001,0,Outside Villages,Outside Villages,Outside Villages,Outside Villages,9.3,Greenwood/Phinney Ridge,Northwest,5,1701.3012,1701.3,530330017013012,PTS,1266808.13649398,259740.852926,,,707336,#001a73,-122.3507323,47.70197131,,SF 5000,SF 5000,SF 5000,SF 5000,SF,,530330017013012,1701.3012,1701.3,3,1999_3,4,2001_4,N,,,1266808.13657539,259740.85301888
